Fecha,Departamento,Categoria,Producto,Unidad,Unidades,Precio_Unitario,Total_Venta
2020-05-01,Tacna,Bioseguridad,prophyl,lt,113,108.85,12300.05
2020-05-01,Tacna,Bioseguridad,vulkan s,lt,102,56.99,5812.9800000000005
2020-05-01,Tacna,Accesorios,chupones,unidad,102,109.73,11192.460000000001
2020-05-01,Tacna,Accesorios,comederos,unidad,107,107.85,11539.949999999999
2020-05-01,Tacna,Accesorios,slats,unidad,97,74.59,7235.2300000000005
2020-05-01,Cuzco,Nutricion,phyta value,kg,90,69.96,6296.4
2020-05-01,Cuzco,Nutricion,ingaprot,kg,107,98.91,10583.369999999999
2020-05-01,Cuzco,Nutricion,inmunoprot,kg,106,126.45,13403.7
2020-05-01,Cuzco,Nutricion,fitamix,kg,90,80.66,7259.4
2020-05-01,Cuzco,Sanidad,norax s plus,kg,98,76.86,7532.28
2020-05-01,Cuzco,Sanidad,tiamuvic,kg,117,80.83,9457.11
2020-05-01,Cuzco,Sanidad,florfevic,kg,84,29.81,2504.04
2020-05-01,Cuzco,Sanidad,clortevic,kg,81,40.82,3306.42
2020-05-01,Cuzco,Bioseguridad,dt foam,lt,87,30.0,2610.0
2020-05-01,Cuzco,Bioseguridad,prophyl,lt,90,125.16,11264.4
2020-05-01,Cuzco,Bioseguridad,vulkan s,lt,99,24.25,2400.75
2020-05-01,Cuzco,Accesorios,chupones,unidad,81,90.71,7347.509999999999
2020-05-01,Cuzco,Accesorios,comederos,unidad,107,70.98,7594.860000000001
2020-05-01,Cuzco,Accesorios,slats,unidad,86,67.29,5786.9400000000005
2020-05-01,Puno,Nutricion,phyta value,kg,107,116.03,12415.210000000001
2020-05-01,Puno,Nutricion,ingaprot,kg,101,54.54,5508.54
2020-05-01,Puno,Nutricion,inmunoprot,kg,119,36.59,4354.21
2020-05-01,Puno,Nutricion,fitamix,kg,98,85.33,8362.34
2020-05-01,Puno,Sanidad,norax s plus,kg,102,29.31,2989.62
2020-05-01,Puno,Sanidad,tiamuvic,kg,121,129.05,15615.050000000001
2020-05-01,Puno,Sanidad,florfevic,kg,96,83.1,7977.599999999999
2020-05-01,Puno,Sanidad,clortevic,kg,90,64.86,5837.4
2020-05-01,Puno,Bioseguridad,dt foam,lt,77,78.77,6065.29
2020-05-01,Puno,Bioseguridad,prophyl,lt,94,39.5,3713.0
2020-05-01,Puno,Bioseguridad,vulkan s,lt,109,96.87,10558.83
2020-05-01,Puno,Accesorios,chupones,unidad,106,128.65,13636.900000000001
2020-05-01,Puno,Accesorios,comederos,unidad,103,85.42,8798.26
2020-05-01,Puno,Accesorios,slats,unidad,108,33.49,3616.92
2020-05-01,Madre de Dios,Nutricion,phyta value,kg,97,76.11,7382.67
2020-05-01,Madre de Dios,Nutricion,ingaprot,kg,95,98.37,9345.15
2020-05-01,Madre de Dios,Nutricion,inmunoprot,kg,91,25.51,2321.4100000000003
2020-05-01,Madre de Dios,Nutricion,fitamix,kg,102,46.68,4761.36
2020-05-01,Madre de Dios,Sanidad,norax s plus,kg,106,53.68,5690.08
2020-05-01,Madre de Dios,Sanidad,tiamuvic,kg,96,78.85,7569.599999999999
2020-05-01,Madre de Dios,Sanidad,florfevic,kg,109,106.81,11642.29
2020-05-01,Madre de Dios,Sanidad,clortevic,kg,102,71.82,7325.639999999999
2020-05-01,Madre de Dios,Bioseguridad,dt foam,lt,108,43.11,4655.88
2020-05-01,Madre de Dios,Bioseguridad,prophyl,lt,78,52.64,4105.92
2020-05-01,Madre de Dios,Bioseguridad,vulkan s,lt,100,93.15,9315.0
2020-05-01,Madre de Dios,Accesorios,chupones,unidad,83,48.51,4026.33
2020-05-01,Madre de Dios,Accesorios,comederos,unidad,92,85.52,7867.839999999999
2020-05-01,Madre de Dios,Accesorios,slats,unidad,90,42.29,3806.1
2020-06-01,Arequipa,Nutricion,phyta value,kg,113,86.5,9774.5
2020-06-01,Arequipa,Nutricion,ingaprot,kg,106,109.49,11605.939999999999
2020-06-01,Arequipa,Nutricion,inmunoprot,kg,93,30.88,2871.8399999999997
2020-06-01,Arequipa,Nutricion,fitamix,kg,109,134.55,14665.95
2020-06-01,Arequipa,Sanidad,norax s plus,kg,94,83.38,7837.719999999999
2020-06-01,Arequipa,Sanidad,tiamuvic,kg,96,143.18,13745.28
2020-06-01,Arequipa,Sanidad,florfevic,kg,103,69.9,7199.700000000001
2020-06-01,Arequipa,Sanidad,clortevic,kg,99,73.93,7319.070000000001
2020-06-01,Arequipa,Bioseguridad,dt foam,lt,101,40.62,4102.62
2020-06-01,Arequipa,Bioseguridad,prophyl,lt,104,95.74,9956.96
2020-06-01,Arequipa,Bioseguridad,vulkan s,lt,88,66.16,5822.08
2020-06-01,Arequipa,Accesorios,chupones,unidad,100,120.86,12086.0
2020-06-01,Arequipa,Accesorios,comederos,unidad,99,38.21,3782.79
2020-06-01,Arequipa,Accesorios,slats,unidad,105,76.99,8083.95
2020-06-01,Moquegua,Nutricion,phyta value,kg,84,33.0,2772.0
2020-06-01,Moquegua,Nutricion,ingaprot,kg,106,100.31,10632.86
2020-06-01,Moquegua,Nutricion,inmunoprot,kg,119,99.87,11884.53
2020-06-01,Moquegua,Nutricion,fitamix,kg,101,64.52,6516.5199999999995
2020-06-01,Moquegua,Sanidad,norax s plus,kg,82,107.09,8781.380000000001
2020-06-01,Moquegua,Sanidad,tiamuvic,kg,99,35.49,3513.51
2020-06-01,Moquegua,Sanidad,florfevic,kg,92,124.97,11497.24
2020-06-01,Moquegua,Sanidad,clortevic,kg,87,64.56,5616.72
2020-06-01,Moquegua,Bioseguridad,dt foam,lt,91,79.41,7226.3099999999995
2020-06-01,Moquegua,Bioseguridad,prophyl,lt,97,83.86,8134.42
2020-06-01,Moquegua,Bioseguridad,vulkan s,lt,94,107.03,10060.82
2020-06-01,Moquegua,Accesorios,chupones,unidad,79,92.87,7336.7300000000005
2020-06-01,Moquegua,Accesorios,comederos,unidad,81,95.79,7758.990000000001
2020-06-01,Moquegua,Accesorios,slats,unidad,88,116.75,10274.0
2020-06-01,Tacna,Nutricion,phyta value,kg,115,48.17,5539.55
2020-06-01,Tacna,Nutricion,ingaprot,kg,111,136.27,15125.970000000001
2020-06-01,Tacna,Nutricion,inmunoprot,kg,79,93.98,7424.42
2020-06-01,Tacna,Nutricion,fitamix,kg,103,55.53,5719.59
2020-06-01,Tacna,Sanidad,norax s plus,kg,104,131.54,13680.16
2020-06-01,Tacna,Sanidad,tiamuvic,kg,95,148.03,14062.85
2020-06-01,Tacna,Sanidad,florfevic,kg,116,120.19,13942.039999999999
2020-06-01,Tacna,Sanidad,clortevic,kg,86,55.58,4779.88
2020-06-01,Tacna,Bioseguridad,dt foam,lt,93,112.39,10452.27
2020-06-01,Tacna,Bioseguridad,prophyl,lt,98,149.93,14693.140000000001
2020-06-01,Tacna,Bioseguridad,vulkan s,lt,106,141.99,15050.94
2020-06-01,Tacna,Accesorios,chupones,unidad,86,130.6,11231.6
2020-06-01,Tacna,Accesorios,comederos,unidad,124,85.51,10603.24
2020-06-01,Tacna,Accesorios,slats,unidad,105,98.06,10296.300000000001
2020-06-01,Cuzco,Nutricion,phyta value,kg,92,77.4,7120.8
2020-06-01,Cuzco,Nutricion,ingaprot,kg,101,84.12,8496.12
2020-06-01,Cuzco,Nutricion,inmunoprot,kg,94,26.16,2459.04
2020-06-01,Cuzco,Nutricion,fitamix,kg,90,122.2,10998.0
2020-06-01,Cuzco,Sanidad,norax s plus,kg,89,117.41,10449.49
2020-06-01,Cuzco,Sanidad,tiamuvic,kg,106,57.64,6109.84
2020-06-01,Cuzco,Sanidad,florfevic,kg,101,35.3,3565.2999999999997
2020-06-01,Cuzco,Sanidad,clortevic,kg,89,86.8,7725.2
2020-06-01,Cuzco,Bioseguridad,dt foam,lt,98,47.84,4688.320000000001
2020-06-01,Cuzco,Bioseguridad,prophyl,lt,101,29.55,2984.55
2020-06-01,Cuzco,Bioseguridad,vulkan s,lt,93,52.31,4864.83
2020-06-01,Cuzco,Accesorios,chupones,unidad,96,138.67,13312.32
2020-06-01,Cuzco,Accesorios,comederos,unidad,90,102.8,9252.0
2020-06-01,Cuzco,Accesorios,slats,unidad,101,44.96,4540.96
2020-06-01,Puno,Nutricion,phyta value,kg,100,123.42,12342.0
2020-06-01,Puno,Nutricion,ingaprot,kg,108,31.51,3403.0800000000004
2020-06-01,Puno,Nutricion,inmunoprot,kg,116,131.51,15255.16
2020-06-01,Puno,Nutricion,fitamix,kg,79,90.13,7120.2699999999995
2020-06-01,Puno,Sanidad,norax s plus,kg,112,51.26,5741.12
2020-06-01,Puno,Sanidad,tiamuvic,kg,97,142.05,13778.85
2020-06-01,Puno,Sanidad,florfevic,kg,88,127.89,11254.32
2020-06-01,Puno,Sanidad,clortevic,kg,115,100.56,11564.4
2020-06-01,Puno,Bioseguridad,dt foam,lt,117,33.46,3914.82
2020-06-01,Puno,Bioseguridad,prophyl,lt,99,95.1,9414.9
2020-06-01,Puno,Bioseguridad,vulkan s,lt,98,149.22,14623.56
2020-06-01,Puno,Accesorios,chupones,unidad,101,144.1,14554.099999999999
2020-06-01,Puno,Accesorios,comederos,unidad,88,125.04,11003.52
2020-06-01,Puno,Accesorios,slats,unidad,93,55.3,5142.9
2020-06-01,Madre de Dios,Nutricion,phyta value,kg,90,103.36,9302.4
2020-06-01,Madre de Dios,Nutricion,ingaprot,kg,118,43.5,5133.0
2020-06-01,Madre de Dios,Nutricion,inmunoprot,kg,110,106.96,11765.599999999999
2020-06-01,Madre de Dios,Nutricion,fitamix,kg,111,80.58,8944.38
2020-06-01,Madre de Dios,Sanidad,norax s plus,kg,104,43.74,4548.96
2020-06-01,Madre de Dios,Sanidad,tiamuvic,kg,103,30.39,3130.17
2020-06-01,Madre de Dios,Sanidad,florfevic,kg,96,68.77,6601.92
2020-06-01,Madre de Dios,Sanidad,clortevic,kg,100,104.57,10457.0
2020-06-01,Madre de Dios,Bioseguridad,dt foam,lt,96,141.7,13603.199999999999
2020-06-01,Madre de Dios,Bioseguridad,prophyl,lt,98,116.47,11414.06
2020-06-01,Madre de Dios,Bioseguridad,vulkan s,lt,106,113.12,11990.720000000001
2020-06-01,Madre de Dios,Accesorios,chupones,unidad,111,109.88,12196.68
2020-06-01,Madre de Dios,Accesorios,comederos,unidad,95,137.05,13019.750000000002
2020-06-01,Madre de Dios,Accesorios,slats,unidad,91,70.98,6459.18
2020-07-01,Arequipa,Nutricion,phyta value,kg,91,105.0,9555.0
2020-07-01,Arequipa,Nutricion,ingaprot,kg,82,141.06,11566.92
2020-07-01,Arequipa,Nutricion,inmunoprot,kg,112,149.14,16703.68
2020-07-01,Arequipa,Nutricion,fitamix,kg,106,21.61,2290.66
2020-07-01,Arequipa,Sanidad,norax s plus,kg,89,22.81,2030.09
2020-07-01,Arequipa,Sanidad,tiamuvic,kg,92,96.19,8849.48
2020-07-01,Arequipa,Sanidad,florfevic,kg,109,26.58,2897.22
2020-07-01,Arequipa,Sanidad,clortevic,kg,115,91.94,10573.1
2020-07-01,Arequipa,Bioseguridad,dt foam,lt,104,146.91,15278.64
2020-07-01,Arequipa,Bioseguridad,prophyl,lt,100,141.84,14184.0
2020-07-01,Arequipa,Bioseguridad,vulkan s,lt,102,88.27,9003.539999999999
2020-07-01,Arequipa,Accesorios,chupones,unidad,111,54.89,6092.79
2020-07-01,Arequipa,Accesorios,comederos,unidad,99,111.77,11065.23
2020-07-01,Arequipa,Accesorios,slats,unidad,97,20.44,1982.68
2020-07-01,Moquegua,Nutricion,phyta value,kg,107,71.36,7635.5199999999995
2020-07-01,Moquegua,Nutricion,ingaprot,kg,102,100.89,10290.78
2020-07-01,Moquegua,Nutricion,inmunoprot,kg,104,69.57,7235.279999999999
2020-07-01,Moquegua,Nutricion,fitamix,kg,108,140.51,15175.079999999998
2020-07-01,Moquegua,Sanidad,norax s plus,kg,97,135.33,13127.010000000002
2020-07-01,Moquegua,Sanidad,tiamuvic,kg,77,30.71,2364.67
2020-07-01,Moquegua,Sanidad,florfevic,kg,112,132.02,14786.240000000002
2020-07-01,Moquegua,Sanidad,clortevic,kg,99,72.21,7148.789999999999
2020-07-01,Moquegua,Bioseguridad,dt foam,lt,90,108.32,9748.8
2020-07-01,Moquegua,Bioseguridad,prophyl,lt,100,105.3,10530.0
2020-07-01,Moquegua,Bioseguridad,vulkan s,lt,111,127.89,14195.79
2020-07-01,Moquegua,Accesorios,chupones,unidad,95,129.64,12315.8
2020-07-01,Moquegua,Accesorios,comederos,unidad,121,50.09,6060.89
2020-07-01,Moquegua,Accesorios,slats,unidad,92,136.72,12578.24
2020-07-01,Tacna,Nutricion,phyta value,kg,88,57.87,5092.5599999999995
2020-07-01,Tacna,Nutricion,ingaprot,kg,98,124.29,12180.42
2020-07-01,Tacna,Nutricion,inmunoprot,kg,101,100.97,10197.97
2020-07-01,Tacna,Nutricion,fitamix,kg,88,45.45,3999.6000000000004
2020-07-01,Tacna,Sanidad,norax s plus,kg,119,115.4,13732.6
2020-07-01,Tacna,Sanidad,tiamuvic,kg,93,60.3,5607.9
2020-07-01,Tacna,Sanidad,florfevic,kg,108,134.78,14556.24
2020-07-01,Tacna,Sanidad,clortevic,kg,94,117.88,11080.72
2020-07-01,Tacna,Bioseguridad,dt foam,lt,88,82.77,7283.759999999999
2020-07-01,Tacna,Bioseguridad,prophyl,lt,96,109.23,10486.08
2020-07-01,Tacna,Bioseguridad,vulkan s,lt,91,141.56,12881.960000000001
2020-07-01,Tacna,Accesorios,chupones,unidad,102,28.96,2953.92
2020-07-01,Tacna,Accesorios,comederos,unidad,113,99.96,11295.48
2020-07-01,Tacna,Accesorios,slats,unidad,107,27.85,2979.9500000000003
2020-07-01,Cuzco,Nutricion,phyta value,kg,109,111.09,12108.81
2020-07-01,Cuzco,Nutricion,ingaprot,kg,88,97.63,8591.439999999999
2020-07-01,Cuzco,Nutricion,inmunoprot,kg,99,80.82,8001.179999999999
2020-07-01,Cuzco,Nutricion,fitamix,kg,94,66.66,6266.04
2020-07-01,Cuzco,Sanidad,norax s plus,kg,102,148.53,15150.06
2020-07-01,Cuzco,Sanidad,tiamuvic,kg,100,82.02,8202.0
2020-07-01,Cuzco,Sanidad,florfevic,kg,113,108.34,12242.42
2020-07-01,Cuzco,Sanidad,clortevic,kg,101,126.27,12753.27
2020-07-01,Cuzco,Bioseguridad,dt foam,lt,96,127.66,12255.36
2020-07-01,Cuzco,Bioseguridad,prophyl,lt,104,101.88,10595.52
2020-07-01,Cuzco,Bioseguridad,vulkan s,lt,107,27.12,2901.84
2020-07-01,Cuzco,Accesorios,chupones,unidad,109,29.04,3165.36
2020-07-01,Cuzco,Accesorios,comederos,unidad,100,115.67,11567.0
2020-07-01,Cuzco,Accesorios,slats,unidad,101,43.81,4424.81
2020-07-01,Puno,Nutricion,phyta value,kg,103,99.83,10282.49
2020-07-01,Puno,Nutricion,ingaprot,kg,107,125.96,13477.72
2020-07-01,Puno,Nutricion,inmunoprot,kg,112,64.62,7237.4400000000005
2020-07-01,Puno,Nutricion,fitamix,kg,106,44.79,4747.74
2020-07-01,Puno,Sanidad,norax s plus,kg,101,70.7,7140.700000000001
2020-07-01,Puno,Sanidad,tiamuvic,kg,110,23.44,2578.4
2020-07-01,Puno,Sanidad,florfevic,kg,96,106.16,10191.36
2020-07-01,Puno,Sanidad,clortevic,kg,112,69.29,7760.4800000000005
2020-07-01,Puno,Bioseguridad,dt foam,lt,99,57.96,5738.04
2020-07-01,Puno,Bioseguridad,prophyl,lt,107,31.25,3343.75
2020-07-01,Puno,Bioseguridad,vulkan s,lt,79,80.3,6343.7
2020-07-01,Puno,Accesorios,chupones,unidad,103,148.66,15311.98
2020-07-01,Puno,Accesorios,comederos,unidad,96,89.55,8596.8
2020-07-01,Puno,Accesorios,slats,unidad,87,112.28,9768.36
2020-07-01,Madre de Dios,Nutricion,phyta value,kg,101,31.37,3168.37
2020-07-01,Madre de Dios,Nutricion,ingaprot,kg,105,32.12,3372.6
2020-07-01,Madre de Dios,Nutricion,inmunoprot,kg,93,56.96,5297.28
2020-07-01,Madre de Dios,Nutricion,fitamix,kg,104,97.52,10142.08
2020-07-01,Madre de Dios,Sanidad,norax s plus,kg,97,26.31,2552.0699999999997
2020-07-01,Madre de Dios,Sanidad,tiamuvic,kg,107,107.19,11469.33
2020-07-01,Madre de Dios,Sanidad,florfevic,kg,104,22.9,2381.6
2020-07-01,Madre de Dios,Sanidad,clortevic,kg,110,59.89,6587.9
2020-07-01,Madre de Dios,Bioseguridad,dt foam,lt,85,65.35,5554.749999999999
2020-07-01,Madre de Dios,Bioseguridad,prophyl,lt,116,48.52,5628.320000000001
2020-07-01,Madre de Dios,Bioseguridad,vulkan s,lt,109,54.74,5966.66
2020-07-01,Madre de Dios,Accesorios,chupones,unidad,92,61.84,5689.280000000001
2020-07-01,Madre de Dios,Accesorios,comederos,unidad,88,133.61,11757.68
2020-07-01,Madre de Dios,Accesorios,slats,unidad,102,45.46,4636.92
2020-08-01,Arequipa,Nutricion,phyta value,kg,89,80.23,7140.47
2020-08-01,Arequipa,Nutricion,ingaprot,kg,105,117.67,12355.35
2020-08-01,Arequipa,Nutricion,inmunoprot,kg,121,46.83,5666.429999999999
2020-08-01,Arequipa,Nutricion,fitamix,kg,101,57.55,5812.549999999999
2020-08-01,Arequipa,Sanidad,norax s plus,kg,91,34.46,3135.86
2020-08-01,Arequipa,Sanidad,tiamuvic,kg,103,105.85,10902.55
2020-08-01,Arequipa,Sanidad,florfevic,kg,86,36.84,3168.2400000000002
2020-08-01,Arequipa,Sanidad,clortevic,kg,112,46.2,5174.400000000001
2020-08-01,Arequipa,Bioseguridad,dt foam,lt,103,54.4,5603.2
2020-08-01,Arequipa,Bioseguridad,prophyl,lt,91,109.16,9933.56
2020-08-01,Arequipa,Bioseguridad,vulkan s,lt,105,93.27,9793.35
2020-08-01,Arequipa,Accesorios,chupones,unidad,107,65.86,7047.0199999999995
2020-08-01,Arequipa,Accesorios,comederos,unidad,113,91.02,10285.26
2020-08-01,Arequipa,Accesorios,slats,unidad,98,129.54,12694.92
2020-08-01,Moquegua,Nutricion,phyta value,kg,110,80.22,8824.2
2020-08-01,Moquegua,Nutricion,ingaprot,kg,95,133.91,12721.449999999999
2020-08-01,Moquegua,Nutricion,inmunoprot,kg,114,75.69,8628.66
2020-08-01,Moquegua,Nutricion,fitamix,kg,99,108.14,10705.86
2020-08-01,Moquegua,Sanidad,norax s plus,kg,97,93.5,9069.5
2020-08-01,Moquegua,Sanidad,tiamuvic,kg,84,117.83,9897.72
2020-08-01,Moquegua,Sanidad,florfevic,kg,99,136.65,13528.35
2020-08-01,Moquegua,Sanidad,clortevic,kg,94,142.1,13357.4
2020-08-01,Moquegua,Bioseguridad,dt foam,lt,110,45.38,4991.8
2020-08-01,Moquegua,Bioseguridad,prophyl,lt,88,50.82,4472.16
2020-08-01,Moquegua,Bioseguridad,vulkan s,lt,109,114.78,12511.02
2020-08-01,Moquegua,Accesorios,chupones,unidad,92,147.81,13598.52
2020-08-01,Moquegua,Accesorios,comederos,unidad,92,59.14,5440.88
2020-08-01,Moquegua,Accesorios,slats,unidad,85,69.23,5884.55
2020-08-01,Tacna,Nutricion,phyta value,kg,106,90.75,9619.5
2020-08-01,Tacna,Nutricion,ingaprot,kg,79,109.05,8614.949999999999
2020-08-01,Tacna,Nutricion,inmunoprot,kg,90,138.44,12459.6
2020-08-01,Tacna,Nutricion,fitamix,kg,110,96.26,10588.6
2020-08-01,Tacna,Sanidad,norax s plus,kg,117,126.6,14812.199999999999
2020-08-01,Tacna,Sanidad,tiamuvic,kg,108,122.57,13237.56
2020-08-01,Tacna,Sanidad,florfevic,kg,118,50.16,5918.879999999999
2020-08-01,Tacna,Sanidad,clortevic,kg,115,108.69,12499.35
2020-08-01,Tacna,Bioseguridad,dt foam,lt,101,57.08,5765.08
2020-08-01,Tacna,Bioseguridad,prophyl,lt,101,111.98,11309.98
2020-08-01,Tacna,Bioseguridad,vulkan s,lt,104,58.83,6118.32
2020-08-01,Tacna,Accesorios,chupones,unidad,86,23.71,2039.0600000000002
2020-08-01,Tacna,Accesorios,comederos,unidad,91,74.42,6772.22
2020-08-01,Tacna,Accesorios,slats,unidad,101,142.61,14403.61
2020-08-01,Cuzco,Nutricion,phyta value,kg,85,20.04,1703.3999999999999
2020-08-01,Cuzco,Nutricion,ingaprot,kg,114,118.52,13511.279999999999
2020-08-01,Cuzco,Nutricion,inmunoprot,kg,96,72.23,6934.08
2020-08-01,Cuzco,Nutricion,fitamix,kg,82,29.26,2399.32
2020-08-01,Cuzco,Sanidad,norax s plus,kg,117,82.31,9630.27
2020-08-01,Cuzco,Sanidad,tiamuvic,kg,107,48.24,5161.68
2020-08-01,Cuzco,Sanidad,florfevic,kg,108,139.95,15114.599999999999
2020-08-01,Cuzco,Sanidad,clortevic,kg,96,67.21,6452.16
2020-08-01,Cuzco,Bioseguridad,dt foam,lt,92,64.15,5901.8
2020-08-01,Cuzco,Bioseguridad,prophyl,lt,98,112.65,11039.7
2020-08-01,Cuzco,Bioseguridad,vulkan s,lt,117,81.31,9513.27
2020-08-01,Cuzco,Accesorios,chupones,unidad,109,27.88,3038.92
2020-08-01,Cuzco,Accesorios,comederos,unidad,84,79.39,6668.76
2020-08-01,Cuzco,Accesorios,slats,unidad,111,69.94,7763.34
2020-08-01,Puno,Nutricion,phyta value,kg,116,106.46,12349.359999999999
2020-08-01,Puno,Nutricion,ingaprot,kg,93,22.09,2054.37
2020-08-01,Puno,Nutricion,inmunoprot,kg,85,91.73,7797.05
2020-08-01,Puno,Nutricion,fitamix,kg,80,43.54,3483.2
2020-08-01,Puno,Sanidad,norax s plus,kg,104,91.6,9526.4
2020-08-01,Puno,Sanidad,tiamuvic,kg,92,32.57,2996.44
2020-08-01,Puno,Sanidad,florfevic,kg,117,24.32,2845.44
2020-08-01,Puno,Sanidad,clortevic,kg,105,70.96,7450.799999999999
2020-08-01,Puno,Bioseguridad,dt foam,lt,104,52.57,5467.28
2020-08-01,Puno,Bioseguridad,prophyl,lt,95,144.71,13747.45
2020-08-01,Puno,Bioseguridad,vulkan s,lt,110,45.98,5057.799999999999
2020-08-01,Puno,Accesorios,chupones,unidad,110,47.36,5209.6
2020-08-01,Puno,Accesorios,comederos,unidad,96,37.13,3564.4800000000005
2020-08-01,Puno,Accesorios,slats,unidad,86,55.93,4809.98
2020-08-01,Madre de Dios,Nutricion,phyta value,kg,102,76.54,7807.080000000001
2020-08-01,Madre de Dios,Nutricion,ingaprot,kg,86,126.74,10899.64
2020-08-01,Madre de Dios,Nutricion,inmunoprot,kg,114,34.75,3961.5
2020-08-01,Madre de Dios,Nutricion,fitamix,kg,78,113.0,8814.0
2020-08-01,Madre de Dios,Sanidad,norax s plus,kg,96,112.68,10817.28
2020-08-01,Madre de Dios,Sanidad,tiamuvic,kg,119,45.0,5355.0
2020-08-01,Madre de Dios,Sanidad,florfevic,kg,109,30.88,3365.92
2020-08-01,Madre de Dios,Sanidad,clortevic,kg,93,92.9,8639.7
2020-08-01,Madre de Dios,Bioseguridad,dt foam,lt,92,115.0,10580.0
2020-08-01,Madre de Dios,Bioseguridad,prophyl,lt,94,36.6,3440.4
2020-08-01,Madre de Dios,Bioseguridad,vulkan s,lt,110,137.21,15093.1
2020-08-01,Madre de Dios,Accesorios,chupones,unidad,100,135.94,13594.0
2020-08-01,Madre de Dios,Accesorios,comederos,unidad,102,62.0,6324.0
2020-08-01,Madre de Dios,Accesorios,slats,unidad,96,96.6,9273.599999999999
2020-09-01,Arequipa,Nutricion,phyta value,kg,107,39.48,4224.36
2020-09-01,Arequipa,Nutricion,ingaprot,kg,98,106.08,10395.84
2020-09-01,Arequipa,Nutricion,inmunoprot,kg,91,130.62,11886.42
2020-09-01,Arequipa,Nutricion,fitamix,kg,99,84.3,8345.699999999999
2020-09-01,Arequipa,Sanidad,norax s plus,kg,102,93.28,9514.56
2020-09-01,Arequipa,Sanidad,tiamuvic,kg,82,140.29,11503.779999999999
2020-09-01,Arequipa,Sanidad,florfevic,kg,113,62.35,7045.55
2020-09-01,Arequipa,Sanidad,clortevic,kg,101,137.99,13936.990000000002
2020-09-01,Arequipa,Bioseguridad,dt foam,lt,89,29.53,2628.17
2020-09-01,Arequipa,Bioseguridad,prophyl,lt,91,85.37,7768.67
2020-09-01,Arequipa,Bioseguridad,vulkan s,lt,94,117.51,11045.94
2020-09-01,Arequipa,Accesorios,chupones,unidad,90,65.4,5886.000000000001
2020-09-01,Arequipa,Accesorios,comederos,unidad,100,24.86,2486.0
2020-09-01,Arequipa,Accesorios,slats,unidad,100,96.44,9644.0
2020-09-01,Moquegua,Nutricion,phyta value,kg,93,108.43,10083.99
2020-09-01,Moquegua,Nutricion,ingaprot,kg,114,29.3,3340.2000000000003
2020-09-01,Moquegua,Nutricion,inmunoprot,kg,95,54.44,5171.8
2020-09-01,Moquegua,Nutricion,fitamix,kg,91,36.98,3365.18
2020-09-01,Moquegua,Sanidad,norax s plus,kg,119,46.57,5541.83
2020-09-01,Moquegua,Sanidad,tiamuvic,kg,108,33.62,3630.9599999999996
2020-09-01,Moquegua,Sanidad,florfevic,kg,111,54.17,6012.87
2020-09-01,Moquegua,Sanidad,clortevic,kg,102,121.22,12364.44
2020-09-01,Moquegua,Bioseguridad,dt foam,lt,114,50.96,5809.4400000000005
2020-09-01,Moquegua,Bioseguridad,prophyl,lt,98,134.31,13162.380000000001
2020-09-01,Moquegua,Bioseguridad,vulkan s,lt,88,62.82,5528.16
2020-09-01,Moquegua,Accesorios,chupones,unidad,96,62.49,5999.04
2020-09-01,Moquegua,Accesorios,comederos,unidad,114,72.82,8301.48
2020-09-01,Moquegua,Accesorios,slats,unidad,89,134.09,11934.01
2020-09-01,Tacna,Nutricion,phyta value,kg,98,96.61,9467.78
2020-09-01,Tacna,Nutricion,ingaprot,kg,88,91.01,8008.88
2020-09-01,Tacna,Nutricion,inmunoprot,kg,92,83.89,7717.88
2020-09-01,Tacna,Nutricion,fitamix,kg,86,61.54,5292.44
2020-09-01,Tacna,Sanidad,norax s plus,kg,88,118.78,10452.64
2020-09-01,Tacna,Sanidad,tiamuvic,kg,99,27.74,2746.2599999999998
2020-09-01,Tacna,Sanidad,florfevic,kg,102,94.6,9649.199999999999
2020-09-01,Tacna,Sanidad,clortevic,kg,93,66.99,6230.07
2020-09-01,Tacna,Bioseguridad,dt foam,lt,101,69.55,7024.549999999999
2020-09-01,Tacna,Bioseguridad,prophyl,lt,100,131.23,13122.999999999998
2020-09-01,Tacna,Bioseguridad,vulkan s,lt,99,43.09,4265.910000000001
2020-09-01,Tacna,Accesorios,chupones,unidad,88,133.12,11714.560000000001
2020-09-01,Tacna,Accesorios,comederos,unidad,115,88.31,10155.65
2020-09-01,Tacna,Accesorios,slats,unidad,95,89.16,8470.199999999999
2020-09-01,Cuzco,Nutricion,phyta value,kg,103,145.43,14979.29
2020-09-01,Cuzco,Nutricion,ingaprot,kg,102,20.99,2140.98
2020-09-01,Cuzco,Nutricion,inmunoprot,kg,102,116.86,11919.72
2020-09-01,Cuzco,Nutricion,fitamix,kg,116,20.04,2324.64
2020-09-01,Cuzco,Sanidad,norax s plus,kg,99,146.69,14522.31
2020-09-01,Cuzco,Sanidad,tiamuvic,kg,91,27.95,2543.45
2020-09-01,Cuzco,Sanidad,florfevic,kg,101,25.81,2606.81
2020-09-01,Cuzco,Sanidad,clortevic,kg,95,148.69,14125.55
2020-09-01,Cuzco,Bioseguridad,dt foam,lt,91,148.35,13499.85
2020-09-01,Cuzco,Bioseguridad,prophyl,lt,106,77.35,8199.099999999999
2020-09-01,Cuzco,Bioseguridad,vulkan s,lt,110,111.35,12248.5
